# Task: bending1
# Frequency (Hz): 20
# Clock (millisecond): 250
# Duration (seconds): 120
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
41000,45.33,0.47,25.25,1.30,35.00,1.41
41250,43.50,1.50,21.00,1.87,33.00,0.00
41500,38.00,1.41,21.00,0.00,33.00,0.00
41750,36.50,0.87,23.00,1.41,32.67,0.47
42000,35.25,1.30,23.25,0.83,33.00,0.00
42250,38.50,2.29,14.50,4.77,35.00,1.22
42500,44.00,1.22,13.25,4.44,36.00,0.00
42750,45.00,0.00,19.50,1.12,36.00,0.00
43000,44.75,0.43,20.00,0.82,36.00,0.00
43250,45.00,0.00,21.50,1.66,36.50,0.50
43500,45.00,0.00,20.25,1.48,36.00,0.00
43750,41.00,2.00,22.50,1.50,35.25,1.30
44000,33.75,1.30,25.33,1.25,33.00,0.00
44250,38.00,2.83,26.00,1.41,35.50,1.50
44500,44.00,1.22,16.25,3.42,36.75,0.83
44750,45.00,0.00,24.00,1.87,37.50,1.50
45000,45.33,0.47,26.00,1.41,38.00,1.00
45250,45.50,0.50,26.75,0.43,37.75,1.30
45500,45.50,0.50,28.25,0.83,37.75,1.30
45750,45.00,0.00,27.50,0.87,38.00,1.00
46000,45.00,0.00,27.00,0.00,37.75,1.30
46250,45.00,0.00,26.50,0.50,38.00,1.00
46500,45.00,0.00,26.25,1.30,37.75,0.83
46750,44.75,0.43,24.75,0.83,37.50,1.50
47000,44.75,0.43,22.00,1.41,37.00,1.41
47250,42.00,2.12,20.25,1.30,35.50,1.50
47500,36.75,2.28,22.25,0.83,32.50,0.50
47750,36.75,0.83,23.50,1.80,32.25,0.83
48000,39.33,0.47,27.00,0.00,33.00,0.00
48250,37.50,1.50,24.75,1.30,33.00,0.00
48500,39.33,2.05,21.00,0.00,31.75,0.83
48750,43.25,0.83,22.00,1.22,30.75,0.83
49000,45.00,0.00,25.25,0.83,33.75,1.30
49250,46.00,0.71,25.00,0.71,36.75,0.83
49500,46.25,0.83,25.25,0.83,36.75,0.83
49750,45.25,0.43,22.25,1.30,36.00,0.00
50000,42.00,2.12,21.00,0.00,32.75,0.43
50250,36.00,2.12,24.25,0.83,34.00,1.41
50500,35.50,1.50,25.00,1.22,35.25,1.30
50750,37.75,1.79,22.33,1.25,33.00,0.00
51000,42.33,0.47,24.00,0.00,33.00,0.00
51250,44.80,0.40,25.00,1.26,36.00,1.53
51500,46.25,0.43,27.50,0.50,37.25,1.30
51750,46.25,0.83,27.75,1.09,36.75,0.83
52000,45.25,0.43,25.33,0.47,36.00,0.00
52250,42.00,2.12,21.50,1.50,36.00,0.00
52500,35.67,2.49,24.75,0.83,36.33,0.47
52750,35.67,0.47,26.33,0.47,36.25,0.43
53000,36.75,1.30,24.75,1.30,34.50,1.50
53250,41.50,0.87,17.50,2.06,33.75,1.30
53500,44.75,0.43,19.75,2.38,36.00,0.00
53750,45.25,0.43,20.33,1.70,35.33,0.94
54000,46.00,1.00,24.00,0.00,36.00,0.00
54250,45.50,0.50,23.67,0.47,36.00,0.00
54500,45.00,0.00,24.00,0.00,33.75,1.30
54750,45.00,0.00,24.00,0.00,33.00,0.00
55000,45.00,0.00,22.00,2.12,33.00,0.00
55250,44.33,0.47,21.00,0.00,32.00,0.00
55500,43.50,1.12,21.00,0.00,32.75,0.43
55750,43.00,0.00,21.25,0.43,33.00,0.00
56000,44.00,1.00,22.75,0.43,33.00,0.00
56250,45.00,0.00,24.00,0.00,33.00,0.00
56500,45.00,0.00,22.00,1.00,33.75,1.30
56750,45.00,0.00,20.25,0.83,36.00,0.00
57000,45.25,0.43,18.75,1.30,36.00,0.00
57250,43.75,1.09,22.75,1.09,33.75,1.30
57500,38.75,2.17,24.00,0.00,33.00,0.00
57750,35.00,1.22,26.25,1.30,33.75,1.30
58000,36.00,0.00,27.00,0.63,33.60,1.20
58250,39.25,1.79,24.00,0.71,35.25,1.30
58500,43.50,1.12,21.00,0.00,36.00,0.00
58750,45.00,0.00,22.00,0.82,36.00,0.00
59000,45.25,0.43,24.00,0.00,36.50,0.50
59250,45.75,0.43,24.00,0.00,36.50,0.50
59500,45.25,0.43,23.00,1.22,36.25,0.43
59750,44.00,1.22,20.50,0.50,36.00,0.00
60000,39.75,1.79,23.50,0.87,35.00,1.22
60250,36.67,0.94,26.00,1.22,34.67,1.25
60500,35.25,1.30,27.25,0.43,36.00,0.00
60750,36.67,0.94,26.00,1.41,34.50,1.50
61000,43.25,1.30,21.50,0.87,35.25,1.30
61250,45.00,0.00,20.33,0.47,36.00,0.00
61500,45.00,0.00,22.50,1.12,36.25,0.43
61750,45.75,0.43,24.00,0.00,36.75,0.83
62000,45.50,0.50,24.00,0.00,36.75,0.83
62250,45.50,0.50,23.75,0.43,36.50,0.50
62500,44.25,1.30,21.25,0.43,36.00,0.00
62750,39.00,2.12,25.25,1.30,35.25,1.30
63000,36.00,0.00,27.33,0.47,35.00,1.41
63250,37.75,1.30,25.00,1.41,33.00,0.00
63500,42.00,1.41,21.50,2.29,33.00,0.00
63750,45.00,0.00,15.50,1.12,35.25,1.30
64000,45.00,0.00,20.25,0.83,36.00,0.00
64250,45.00,0.00,24.00,0.00,36.00,0.00
64500,45.00,0.00,23.67,0.47,36.50,0.50
64750,45.00,0.00,23.00,1.22,36.00,0.00
65000,43.50,1.12,20.50,0.50,36.00,0.00
65250,40.50,1.50,21.00,0.82,36.00,0.00
65500,38.75,1.09,23.50,1.50,36.00,0.00
65750,42.25,0.43,18.67,0.94,36.00,0.00
66000,45.00,0.00,21.00,0.71,36.25,0.43
66250,45.25,0.43,24.50,0.50,37.25,1.30
66500,46.00,0.71,26.00,0.71,37.00,1.00
66750,45.75,0.83,24.75,0.83,36.25,0.43
67000,45.00,0.00,21.50,0.87,35.00,1.41
67250,43.00,1.00,23.00,1.22,33.00,0.00
67500,37.75,1.30,24.25,0.43,32.50,0.87
67750,36.33,0.47,24.00,0.00,29.75,0.43
68000,36.75,0.83,22.25,0.83,29.75,0.43
68250,38.50,0.50,19.00,3.08,29.50,0.87
68500,41.75,0.43,10.00,0.82,30.00,0.71
68750,43.25,0.43,8.50,2.60,31.00,0.00
69000,44.25,0.43,15.50,2.29,31.00,0.00
69250,45.00,0.00,20.00,1.41,31.00,0.00
69500,45.00,0.00,21.75,0.83,31.67,0.47
69750,44.75,0.43,19.75,1.09,32.50,0.50
70000,42.33,0.47,15.50,0.87,32.67,0.47
70250,36.25,2.05,19.00,2.74,30.25,0.43
70500,33.00,0.00,21.00,0.00,29.50,0.50
70750,33.75,1.30,17.00,3.27,30.00,0.00
71000,39.75,0.83,13.00,1.22,31.75,1.09
71250,42.00,0.00,17.25,1.92,33.00,0.00
71500,43.75,0.43,17.75,1.79,33.75,1.30
71750,44.25,0.43,17.25,1.48,36.00,0.00
72000,44.75,0.43,19.75,1.30,37.25,1.30
72250,45.00,0.00,14.67,2.87,37.33,1.25
72500,45.00,0.00,16.50,3.35,36.50,0.50
72750,45.00,0.00,15.33,1.70,38.33,0.94
73000,43.75,0.83,17.25,0.43,38.50,0.50
73250,42.25,0.43,15.00,0.00,38.00,0.71
73500,41.33,0.94,15.33,4.50,35.50,1.50
73750,39.25,1.09,23.75,0.43,30.25,1.09
74000,38.25,0.83,23.50,0.87,28.75,0.43
74250,39.50,0.87,19.75,0.83,30.00,0.00
74500,41.75,0.43,16.25,2.68,30.00,0.00
74750,41.50,0.50,12.00,1.41,29.33,0.47
75000,40.75,1.09,17.75,1.48,29.25,0.43
75250,38.50,0.50,21.00,0.00,28.00,0.71
75500,39.00,0.00,22.00,0.00,28.33,0.47
75750,39.20,0.40,21.25,0.43,29.40,0.49
76000,41.00,0.82,21.00,0.00,30.00,0.00
76250,42.25,0.43,20.50,0.87,30.25,0.43
76500,43.00,0.82,16.33,0.47,30.25,0.43
76750,42.25,0.43,17.75,0.43,30.00,0.00
77000,40.50,1.12,18.00,0.00,29.50,0.87
77250,38.50,1.50,19.75,1.48,28.75,0.43
77500,36.50,0.87,23.00,0.71,29.50,0.50
77750,36.00,0.00,23.25,1.30,30.00,0.00
78000,39.75,1.30,14.75,2.17,29.75,0.43
78250,42.00,0.00,18.00,2.45,30.67,0.47
78500,42.00,0.00,19.50,1.12,32.50,0.50
78750,42.00,0.00,20.25,1.30,32.67,0.47
79000,41.75,0.43,21.00,2.16,32.33,0.47
79250,43.00,0.82,26.00,1.41,32.00,0.00
79500,44.00,0.82,26.33,0.47,31.75,0.43
79750,43.50,1.12,24.50,0.87,30.25,0.43
80000,42.00,0.00,21.25,0.43,30.00,0.00
80250,40.75,1.09,21.00,0.00,30.25,0.43
80500,39.00,0.71,21.00,0.00,30.00,0.00
80750,36.50,1.50,23.50,0.87,30.00,0.00
81000,35.00,1.41,25.00,0.82,32.00,0.71
81250,36.00,0.00,24.50,0.87,32.25,0.83
81500,40.00,1.00,23.00,0.82,31.67,0.47
81750,42.33,0.47,21.25,0.43,31.00,0.71
82000,43.00,0.82,21.50,0.87,30.33,0.47
82250,41.67,0.47,17.67,0.47,31.50,0.87
82500,39.00,2.12,21.75,1.92,32.75,0.43
82750,34.50,1.50,25.75,1.30,35.25,1.30
83000,35.25,1.30,26.75,0.43,34.50,1.50
83250,35.25,1.48,24.75,1.30,32.50,0.87
83500,40.75,1.30,18.25,2.38,32.50,0.87
83750,43.00,0.71,19.75,1.30,33.75,1.30
84000,45.00,0.00,23.00,1.41,35.00,1.41
84250,45.00,0.00,24.00,0.00,36.00,0.00
84500,44.00,1.22,23.67,0.47,32.25,0.83
84750,41.25,1.92,19.50,1.12,29.75,0.43
85000,35.25,2.49,23.25,1.48,31.00,1.00
85250,36.00,0.00,26.75,0.43,32.67,0.47
85500,36.00,0.00,26.33,0.47,33.00,0.00
85750,35.00,1.41,25.67,0.94,33.00,0.00
86000,35.60,1.36,24.00,1.26,32.25,0.43
86250,41.25,1.48,16.25,1.79,32.00,0.82
86500,44.50,0.87,22.50,1.50,33.00,0.00
86750,45.00,0.00,26.00,0.82,35.25,1.30
87000,45.00,0.00,27.00,0.00,35.25,1.30
87250,45.00,0.00,26.50,0.87,33.00,0.00
87500,43.50,1.12,22.00,2.74,32.75,0.43
87750,40.25,1.48,18.50,1.80,31.50,0.50
88000,36.00,2.12,23.00,1.22,32.50,0.50
88250,36.00,0.00,26.33,0.47,34.00,1.41
88500,35.75,0.43,24.75,0.83,33.00,0.00
88750,40.25,1.30,17.67,2.05,31.00,0.00
89000,42.75,0.83,15.00,2.55,32.25,0.43
89250,45.00,0.00,19.50,0.50,34.50,1.50
89500,45.00,0.00,20.00,1.22,36.00,0.00
89750,44.00,1.00,17.75,2.38,33.75,1.30
90000,40.50,1.50,24.00,0.00,31.75,1.09
90250,37.00,0.82,25.67,1.25,29.75,0.43
90500,36.25,0.43,27.75,0.43,30.25,0.43
90750,37.00,1.00,28.33,0.47,31.33,0.47
91000,37.75,1.79,25.00,1.67,30.20,0.40
91250,42.75,0.83,21.50,0.50,31.50,1.12
91500,44.75,0.43,20.25,2.28,33.00,0.00
91750,44.75,0.43,20.25,1.30,32.75,0.43
92000,42.50,1.80,17.25,2.49,30.50,0.50
92250,37.25,2.86,23.67,0.47,31.67,0.47
92500,36.25,0.43,27.25,2.17,34.00,2.12
92750,36.00,0.00,29.25,0.43,35.25,1.30
93000,38.67,0.47,24.50,0.87,33.00,0.00
93250,40.33,0.94,23.33,0.94,36.00,2.12
93500,42.00,0.00,18.75,2.49,38.00,1.00
93750,43.00,0.71,17.50,2.87,37.75,0.83
94000,45.00,0.00,24.75,1.30,37.00,1.00
94250,45.25,0.43,27.75,0.83,38.25,0.83
94500,45.00,0.00,25.50,1.12,37.00,0.71
94750,44.50,0.50,24.00,0.00,36.33,0.47
95000,43.75,0.83,23.00,1.22,34.50,1.50
95250,42.75,0.83,20.50,0.50,31.75,0.83
95500,43.00,0.82,22.50,1.12,30.00,0.00
95750,42.67,0.47,24.00,0.00,28.50,1.12
96000,42.00,0.00,24.50,0.50,27.00,0.71
96250,41.33,0.47,24.00,0.00,26.75,0.83
96500,42.50,0.50,26.50,0.50,26.50,0.50
96750,44.50,0.50,27.50,0.50,27.00,0.00
97000,45.00,0.00,27.50,0.50,27.50,0.50
97250,44.50,0.87,27.25,0.43,27.25,0.83
97500,42.00,1.41,24.00,2.45,26.00,1.00
97750,34.50,1.50,9.00,4.53,23.50,2.18
98000,36.00,0.00,17.50,0.87,20.00,1.22
98250,35.00,1.41,12.67,1.25,21.25,1.09
98500,41.00,1.26,23.00,3.16,24.00,0.00
98750,43.75,1.09,27.00,0.00,26.50,0.87
99000,45.00,0.00,25.33,0.94,28.00,0.00
99250,45.00,0.00,24.00,0.00,28.50,0.50
99500,45.00,0.00,24.00,0.00,28.50,0.50
99750,44.75,0.43,26.75,0.43,27.25,0.83
100000,41.75,1.79,22.25,4.02,26.25,0.83
100250,37.00,1.22,15.50,2.29,25.25,1.30
100500,36.00,0.00,19.00,0.71,24.50,0.50
100750,36.25,0.43,18.67,0.47,25.67,0.94
101000,40.75,1.30,18.00,2.74,26.75,0.43
101250,43.33,1.25,26.25,1.30,26.67,0.47
101500,45.00,0.00,24.00,0.00,29.00,0.71
101750,45.00,0.00,21.75,0.43,30.00,0.00
102000,45.00,0.00,23.00,0.71,30.00,0.00
102250,44.75,0.43,24.00,0.00,29.50,0.50
102500,42.75,1.48,23.25,1.30,27.50,1.50
102750,37.25,2.86,10.25,5.02,26.25,0.83
103000,36.00,0.00,15.25,2.05,26.75,0.43
103250,35.75,1.09,17.33,0.47,26.33,0.94
103500,36.00,0.00,11.00,4.24,26.33,0.47
103750,40.67,1.25,19.75,4.02,26.33,0.47
104000,43.50,0.87,24.75,0.83,26.75,0.43
104250,44.75,0.43,24.00,0.00,29.25,0.43
104500,45.00,0.00,22.00,0.71,29.50,0.50
104750,45.00,0.00,23.33,0.47,29.50,0.50
105000,43.75,1.09,24.00,0.00,28.00,1.41
105250,41.25,1.48,18.75,3.77,26.67,0.47
105500,36.75,1.30,14.75,1.48,26.50,0.87
105750,36.00,0.00,18.00,0.00,26.75,0.43
106000,35.00,1.41,15.75,2.49,26.67,0.47
106250,39.75,1.92,18.25,3.34,27.00,0.00
106500,42.25,0.43,24.33,0.47,27.33,0.47
106750,44.75,0.43,24.25,0.43,29.75,0.43
107000,45.00,0.00,23.25,0.43,30.00,0.00
107250,45.00,0.00,22.75,0.43,30.00,0.00
107500,44.33,0.47,24.00,0.00,29.67,0.47
107750,42.25,0.43,22.75,1.30,28.75,0.83
108000,38.60,1.50,18.00,0.71,26.00,1.41
108250,36.33,0.47,21.00,0.00,24.00,0.00
108500,34.67,1.25,20.25,0.43,24.00,0.00
108750,34.67,1.25,18.33,0.47,22.33,1.25
109000,36.75,0.83,15.75,1.48,22.75,1.09
109250,40.75,1.30,21.50,2.29,26.25,1.30
109500,43.33,0.47,24.00,0.00,30.33,0.47
109750,45.00,0.00,21.33,0.47,31.50,0.50
110000,45.00,0.00,20.25,0.43,31.50,0.50
110250,44.75,0.43,21.25,1.09,31.00,0.00
110500,43.25,1.09,23.67,0.47,30.00,0.00
110750,39.00,2.12,15.67,3.68,27.00,0.82
111000,34.50,1.50,12.33,2.05,24.00,0.00
111250,36.50,0.87,18.50,0.50,24.25,0.43
111500,36.33,0.47,18.33,0.47,24.75,0.83
111750,35.25,1.30,10.00,5.15,24.50,0.87
112000,40.75,1.30,22.00,2.45,27.25,0.43
112250,42.75,0.83,23.50,0.87,30.50,1.50
112500,44.50,0.50,16.00,4.06,32.75,0.43
112750,45.00,0.00,13.00,3.74,34.00,1.41
113000,45.00,0.00,22.00,0.82,35.00,1.41
113250,45.00,0.00,24.00,0.00,35.50,0.87
113500,45.00,0.00,23.50,0.50,34.50,1.50
113750,45.00,0.00,22.25,0.83,33.00,0.00
114000,44.25,0.83,21.75,0.83,31.75,0.43
114250,43.33,0.47,21.00,0.71,30.67,0.47
114500,42.00,0.71,23.25,1.30,30.25,0.43
114750,40.00,1.41,22.25,1.79,31.33,0.47
115000,35.00,1.41,21.67,1.70,30.25,0.43
115250,37.33,1.25,24.00,0.00,30.00,0.00
115500,39.00,0.00,24.25,0.43,30.00,0.00
115750,38.75,0.43,24.00,0.00,30.00,0.00
116000,36.00,2.12,24.00,0.00,30.00,0.00
116250,36.50,2.29,20.50,1.80,30.00,0.00
116500,42.50,0.50,25.00,1.58,30.00,0.00
116750,44.25,0.43,26.25,0.83,30.00,0.00
117000,44.50,0.50,25.50,0.50,30.00,0.00
117250,44.50,0.50,25.33,0.47,30.00,0.00
117500,42.25,1.09,24.75,0.83,28.00,1.00
117750,40.00,1.41,18.75,3.49,26.67,0.47
118000,36.75,0.83,11.67,0.47,25.67,1.25
118250,36.33,0.47,12.00,0.00,24.25,0.43
118500,37.25,0.83,9.67,1.25,23.75,0.43
118750,39.00,0.00,11.50,4.72,23.75,0.43
119000,41.50,0.50,22.25,1.92,26.25,1.30
119250,42.00,0.00,23.50,0.87,29.75,0.43
119500,42.50,0.50,21.00,0.00,30.00,0.00
119750,43.25,0.43,23.75,0.43,28.25,0.43
