# Task: bending1
# Frequency (Hz): 20
# Clock (millisecond): 250
# Duration (seconds): 120
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
23750,42.50,0.50,22.00,0.00,36.00,0.00
24000,42.50,0.50,21.25,0.43,35.00,1.22
24250,42.50,0.50,21.75,0.83,34.50,1.50
24500,42.50,0.50,22.33,0.47,35.00,1.41
24750,42.67,0.47,21.25,0.43,34.00,1.41
25000,42.50,0.50,20.50,0.50,35.25,1.30
25250,42.50,0.50,20.50,0.50,36.00,0.00
25500,42.33,0.47,20.67,0.47,36.00,0.00
25750,42.50,0.50,20.50,0.50,35.00,1.22
26000,42.25,0.43,19.50,1.50,34.50,1.50
26250,42.50,0.50,16.25,1.09,33.00,0.00
26500,42.50,0.50,16.25,0.43,33.75,1.30
26750,42.50,0.50,19.50,0.50,36.00,0.00
27000,42.50,0.50,19.00,1.22,35.25,1.30
27250,42.50,0.50,18.33,3.09,35.00,1.41
27500,42.50,0.50,21.00,0.00,36.00,0.00
27750,42.50,0.50,21.00,0.00,35.67,0.47
28000,42.67,0.47,21.00,0.00,34.00,1.41
28250,42.50,0.50,21.00,0.00,35.00,1.41
28500,42.00,0.00,18.50,1.50,33.00,0.00
28750,42.33,0.47,18.00,0.00,33.00,0.00
29000,42.25,0.43,19.25,0.83,33.00,0.00
29250,42.00,0.00,19.33,0.47,33.00,0.00
29500,42.00,0.00,19.50,0.50,33.00,0.00
29750,42.25,0.43,20.25,1.79,35.00,1.22
30000,42.25,0.43,21.00,0.00,33.75,1.30
30250,42.25,0.43,21.25,0.43,34.50,1.50
30500,42.25,0.43,21.00,0.00,36.00,0.00
30750,42.00,0.00,21.00,0.00,34.00,1.41
31000,42.25,0.43,21.00,0.00,35.00,1.41
31250,42.00,0.00,18.50,1.50,33.75,1.30
31500,42.67,0.47,17.75,0.43,33.00,0.00
31750,42.00,0.00,19.50,0.50,34.75,1.30
32000,42.00,0.00,20.33,0.47,35.00,1.22
32250,42.50,0.50,21.00,0.00,33.75,1.30
32500,42.33,0.47,20.67,0.47,35.25,1.30
32750,42.25,0.43,19.50,0.50,34.50,1.50
33000,42.00,0.00,21.00,0.00,34.25,1.30
33250,42.00,0.00,21.00,0.00,34.25,1.30
33500,42.25,0.43,21.00,0.00,35.00,1.22
33750,42.50,0.50,21.00,0.00,33.75,1.30
34000,42.25,0.43,20.33,0.47,36.00,0.00
34250,42.00,0.00,20.50,0.50,36.00,0.00
34500,42.00,0.00,19.25,0.43,36.00,0.00
34750,42.33,0.47,19.75,0.43,36.00,0.00
35000,42.33,0.47,21.00,0.00,33.67,0.94
35250,42.50,0.50,21.00,0.00,33.75,1.30
35500,42.00,0.00,20.33,0.47,33.00,0.00
35750,42.00,0.00,20.75,0.43,33.75,1.30
36000,42.25,0.43,21.00,0.00,33.00,0.00
36250,42.50,0.50,21.00,0.00,35.50,0.50
36500,42.50,0.50,20.75,0.43,34.50,1.50
36750,42.50,0.50,21.00,0.00,33.00,0.00
37000,42.50,0.50,21.00,0.00,33.75,1.30
37250,42.25,0.43,18.75,1.30,33.00,0.00
37500,42.50,0.50,18.00,0.00,33.00,0.00
37750,42.25,0.43,19.50,1.50,33.75,1.30
38000,42.00,0.00,21.00,0.00,33.00,0.00
38250,42.33,0.47,21.00,0.00,33.75,1.30
38500,42.50,0.50,21.00,0.00,33.00,0.00
38750,42.00,0.00,21.00,0.00,33.75,1.30
39000,42.25,0.43,20.25,0.83,33.00,0.00
39250,42.00,0.00,20.25,0.83,33.75,1.30
39500,42.00,0.00,19.25,1.09,33.75,1.30
39750,42.25,0.43,18.67,0.47,33.00,0.00
40000,42.00,0.00,19.33,0.94,33.00,0.00
40250,42.00,0.00,20.25,0.83,35.25,1.30
40500,42.25,0.43,21.00,0.00,33.75,1.30
40750,42.00,0.00,21.00,0.00,35.00,1.22
41000,42.00,0.00,21.00,0.00,33.75,1.30
41250,42.00,0.00,21.00,0.00,33.00,0.00
41500,42.25,0.43,21.00,0.00,33.00,0.00
41750,42.00,0.00,21.33,0.47,34.50,1.50
42000,42.00,0.00,21.00,0.00,33.50,0.87
42250,42.00,0.00,21.50,0.50,34.50,1.50
42500,42.00,0.00,21.25,0.43,35.25,1.30
42750,42.00,0.00,21.00,0.00,34.50,1.50
43000,42.25,0.43,21.00,0.00,34.50,1.50
43250,42.00,0.00,21.25,0.43,33.00,0.00
43500,42.00,0.00,21.00,0.00,33.00,0.00
43750,42.50,0.50,21.00,0.00,33.00,0.00
44000,42.00,0.00,21.00,0.00,33.75,1.30
44250,42.00,0.00,21.00,0.00,34.00,1.41
44500,42.25,0.43,20.50,0.50,36.00,0.00
44750,42.25,0.43,20.67,0.47,35.00,1.41
45000,42.33,0.47,21.00,0.00,36.00,0.00
45250,42.00,0.00,21.00,0.00,35.25,1.30
45500,42.00,0.00,21.00,0.00,36.00,0.00
45750,42.00,0.00,21.00,0.00,35.75,0.43
46000,42.00,0.00,21.00,0.00,33.75,1.30
46250,42.00,0.00,21.00,0.00,34.25,1.30
46500,42.00,0.00,21.00,0.00,33.00,0.00
46750,42.25,0.43,21.00,0.00,33.00,0.00
47000,42.00,0.00,21.00,0.00,33.75,1.30
47250,42.00,0.00,21.00,0.00,34.25,1.30
47500,42.25,0.43,20.50,0.50,35.00,1.22
47750,42.00,0.00,21.00,0.00,34.50,1.50
48000,42.00,0.00,21.00,0.00,34.80,1.47
48250,42.25,0.43,22.50,0.50,34.50,1.50
48500,42.00,0.00,22.75,0.43,33.75,1.30
48750,42.33,0.47,22.25,0.43,35.00,1.41
49000,42.00,0.00,21.67,0.47,33.00,0.00
49250,42.00,0.00,21.75,0.83,34.50,1.50
49500,42.00,0.00,21.00,0.00,35.25,1.30
49750,42.00,0.00,21.00,0.00,34.50,1.50
50000,42.25,0.43,21.25,0.43,35.25,1.30
50250,42.25,0.43,21.25,0.43,33.75,1.30
50500,42.00,0.00,21.00,0.00,35.25,1.30
50750,42.25,0.43,22.25,0.43,36.00,0.00
51000,42.00,0.00,23.00,0.00,36.00,0.00
51250,42.50,0.50,22.75,0.43,33.75,1.30
51500,42.25,0.43,21.75,0.43,33.00,0.00
51750,42.00,0.00,21.33,0.47,33.00,0.00
52000,42.00,0.00,21.00,0.00,33.00,0.00
52250,42.00,0.00,21.25,0.43,33.75,1.30
52500,42.50,0.50,21.75,0.43,33.75,1.30
52750,42.00,0.00,22.25,0.43,36.00,0.00
53000,42.00,0.00,21.33,0.47,36.00,0.00
53250,42.00,0.00,21.00,0.00,35.25,1.30
53500,42.00,0.00,21.25,0.43,33.00,0.00
53750,42.00,0.00,21.25,0.43,33.75,1.30
54000,42.25,0.43,21.00,0.00,35.75,0.43
54250,42.00,0.00,21.00,0.00,33.00,0.00
54500,42.00,0.00,21.25,0.43,33.00,0.00
54750,42.00,0.00,21.33,0.47,33.00,0.00
55000,42.00,0.00,22.25,0.83,33.00,0.00
55250,42.25,0.43,21.25,0.43,33.00,0.00
55500,42.00,0.00,21.00,0.00,35.25,1.30
55750,42.00,0.00,21.00,0.00,35.25,1.30
56000,42.50,0.50,21.50,0.87,35.25,1.30
56250,42.00,0.00,21.50,0.87,35.25,1.30
56500,42.00,0.00,21.75,0.43,35.50,0.50
56750,42.00,0.00,21.50,0.50,33.00,0.00
57000,42.00,0.00,21.25,0.43,34.50,1.50
57250,42.25,0.43,21.00,0.00,35.75,0.43
57500,42.00,0.00,20.75,0.43,34.50,1.50
57750,42.00,0.00,21.75,0.43,33.00,0.00
58000,42.00,0.00,21.50,0.50,34.50,1.50
58250,42.25,0.43,21.00,0.00,35.33,0.47
58500,42.00,0.00,21.00,0.00,35.00,1.41
58750,42.00,0.00,21.00,0.00,33.50,0.87
59000,42.00,0.00,21.75,0.43,33.75,1.30
59250,42.00,0.00,21.25,0.43,33.75,1.30
59500,42.00,0.00,21.67,0.47,33.75,1.30
59750,42.25,0.43,21.00,0.00,33.00,0.00
60000,42.00,0.00,21.00,0.00,33.00,0.00
60250,42.25,0.43,21.00,0.00,33.75,1.30
60500,42.00,0.00,21.00,0.00,33.00,0.00
60750,42.00,0.00,21.75,0.43,34.50,1.50
61000,42.25,0.43,22.25,0.43,34.25,1.30
61250,42.00,0.00,22.25,0.43,33.75,1.30
61500,42.00,0.00,21.50,0.50,35.75,0.43
61750,42.25,0.43,21.25,0.43,33.75,1.30
62000,42.00,0.00,21.00,0.00,34.00,1.41
62250,42.00,0.00,20.75,0.43,35.00,1.41
62500,42.00,0.00,21.00,0.00,34.20,1.47
62750,42.00,0.00,21.00,0.00,35.00,1.41
63000,42.00,0.00,21.00,0.00,35.25,1.30
63250,42.00,0.00,21.00,0.00,33.75,1.30
63500,42.00,0.00,21.00,0.00,34.25,1.30
63750,42.00,0.00,22.00,0.00,34.50,1.50
64000,42.00,0.00,22.00,1.00,36.00,0.00
64250,42.00,0.00,21.50,0.50,33.00,0.00
64500,42.00,0.00,21.25,0.43,34.00,1.41
64750,42.00,0.00,20.33,0.94,33.00,0.00
65000,42.00,0.00,20.00,1.00,33.00,0.00
65250,42.00,0.00,21.25,0.43,33.00,0.00
65500,42.00,0.00,22.00,0.71,34.50,1.50
65750,42.00,0.00,22.25,0.43,34.25,1.30
66000,42.00,0.00,22.75,0.43,36.00,0.00
66250,42.00,0.00,22.75,0.43,33.75,1.30
66500,40.50,1.12,22.33,0.94,34.00,1.41
66750,39.25,0.43,18.50,2.29,30.50,0.50
67000,39.25,0.43,16.67,1.25,32.00,0.00
67250,39.67,0.47,18.50,1.66,30.33,0.47
67500,39.50,0.50,19.75,1.09,32.50,0.50
67750,39.00,0.00,12.00,0.00,31.67,0.47
68000,38.75,0.43,7.25,4.76,30.25,0.43
68250,40.75,1.09,2.00,1.41,30.25,0.43
68500,42.33,0.47,10.00,3.56,30.50,0.50
68750,44.50,0.50,14.67,0.47,29.67,0.47
69000,45.00,0.00,16.25,1.30,28.50,0.50
69250,45.00,0.00,18.25,0.43,30.00,0.00
69500,45.00,0.00,18.00,0.00,30.00,0.00
69750,44.00,1.22,14.00,2.24,30.00,0.00
70000,41.75,1.09,8.25,0.83,30.00,0.00
70250,39.50,0.87,14.75,1.09,29.50,0.50
70500,38.50,0.50,19.67,1.25,29.33,0.47
70750,38.25,0.83,19.00,0.71,28.50,0.50
71000,39.00,0.00,14.75,2.17,29.00,0.82
71250,38.00,0.82,16.00,1.00,28.00,1.00
71500,39.00,0.71,18.75,1.30,30.75,3.11
71750,40.50,1.12,23.75,0.43,37.00,1.22
72000,41.60,0.49,20.75,0.43,37.20,1.47
72250,41.67,0.47,19.00,4.06,36.67,0.94
72500,41.33,0.47,24.00,0.00,36.25,0.43
72750,41.50,0.50,21.50,3.20,36.75,0.83
73000,41.00,0.82,16.33,3.30,36.25,0.43
73250,41.00,0.71,13.75,2.77,36.00,0.00
73500,41.25,0.83,18.25,1.79,33.75,1.30
73750,41.00,0.71,23.00,1.41,30.50,1.50
74000,40.25,0.83,21.67,1.70,33.00,2.45
74250,40.50,0.50,21.75,1.92,33.75,1.30
74500,41.50,0.50,22.50,1.12,31.50,0.87
74750,41.75,0.43,17.67,2.87,32.00,0.00
75000,41.67,0.47,18.25,1.79,31.33,0.47
75250,41.00,0.71,18.75,2.28,35.50,1.50
75500,40.25,0.83,19.25,1.30,36.75,0.83
75750,41.25,0.83,17.50,1.50,37.25,1.30
76000,42.00,0.00,21.67,1.70,36.50,0.50
76250,42.00,0.00,21.00,3.67,36.75,1.30
76500,41.75,0.43,12.25,5.76,37.75,0.83
76750,42.00,0.00,16.00,1.58,37.00,1.00
77000,42.00,0.00,19.75,1.09,38.50,0.87
77250,42.00,0.00,22.67,1.25,38.00,1.41
77500,42.00,0.00,22.50,0.50,37.50,0.50
77750,41.80,0.40,24.80,1.47,36.25,0.43
78000,41.75,0.43,29.50,0.87,36.00,0.00
78250,41.00,0.82,29.33,0.94,36.00,0.00
78500,40.25,0.83,26.50,1.50,35.25,1.30
78750,40.25,0.83,24.00,0.00,33.00,0.00
79000,40.00,0.82,24.00,0.00,33.75,1.30
79250,39.50,0.50,26.00,1.22,33.00,0.00
79500,39.50,0.50,23.75,0.43,32.00,0.71
79750,39.25,0.43,22.00,1.22,32.50,0.87
80000,39.00,0.00,23.25,0.83,32.75,0.43
80250,39.25,0.43,20.25,2.49,33.00,0.00
80500,38.50,0.50,13.33,1.25,33.00,0.00
80750,38.67,0.47,16.75,1.64,34.00,1.41
81000,39.00,0.00,17.33,0.94,34.50,1.50
81250,39.75,0.83,19.75,0.83,33.00,0.00
81500,41.25,0.43,22.00,1.00,34.50,1.50
81750,41.50,0.50,22.00,1.22,34.50,1.50
82000,41.50,0.50,19.75,1.48,33.25,1.79
82250,41.25,0.83,19.75,1.30,30.00,0.00
82500,41.25,0.43,18.33,2.87,27.67,2.62
82750,41.25,0.83,22.25,1.30,32.25,0.83
83000,41.50,0.50,19.25,2.59,34.50,1.50
83250,41.67,0.47,18.50,0.50,36.33,0.47
83500,40.50,1.12,15.50,2.29,34.50,1.50
83750,40.33,0.94,17.25,1.30,34.00,1.41
84000,41.33,0.47,21.00,1.63,33.75,1.30
84250,42.00,0.00,20.00,1.58,33.75,1.30
84500,42.00,0.00,20.20,1.33,33.75,1.30
84750,42.00,0.00,19.67,1.25,31.50,1.12
85000,42.00,0.00,19.50,1.50,30.25,0.43
85250,42.00,0.00,21.00,1.41,30.00,0.00
85500,42.25,0.43,23.75,0.43,30.00,0.00
85750,44.25,0.43,23.50,0.50,30.00,0.00
86000,44.75,0.43,24.00,0.00,30.00,0.00
86250,45.00,0.00,23.67,0.47,30.00,0.00
86500,45.00,0.00,22.75,0.43,30.00,0.00
86750,45.00,0.00,21.50,0.87,30.00,0.00
87000,44.75,0.43,21.00,0.00,30.00,0.00
87250,44.33,0.47,21.33,0.47,30.00,0.00
87500,44.60,0.49,21.60,0.80,29.75,0.43
87750,44.33,0.47,21.00,0.00,30.00,0.00
88000,44.50,0.50,22.75,0.43,30.00,0.00
88250,44.50,0.50,22.50,0.50,30.00,0.00
88500,44.50,0.50,22.25,0.43,30.25,0.43
88750,44.50,0.50,23.00,0.71,30.25,0.43
89000,44.00,0.71,23.00,0.00,30.00,0.00
89250,43.50,0.50,23.50,0.50,29.75,0.43
89500,43.50,0.50,22.00,0.71,29.75,0.43
89750,43.50,0.50,22.25,0.83,29.75,0.43
90000,43.50,0.50,21.50,0.50,30.00,0.00
90250,43.50,0.50,22.25,0.83,30.00,0.00
90500,44.00,0.71,22.67,0.47,29.67,0.47
90750,44.00,0.71,22.50,0.50,29.50,0.50
91000,44.00,0.00,22.25,0.43,30.00,0.00
91250,44.50,0.50,24.25,1.09,30.00,0.00
91500,45.00,0.00,25.25,0.83,29.50,0.50
91750,45.00,0.00,24.25,0.43,29.33,0.47
92000,45.25,0.43,24.25,0.43,29.00,0.71
92250,45.50,0.50,24.25,0.43,28.75,0.43
92500,45.00,0.00,24.00,0.00,29.25,0.43
92750,45.00,0.00,24.00,0.00,30.00,0.00
93000,45.00,0.00,24.00,0.00,30.00,0.00
93250,44.75,0.43,24.00,0.00,30.00,0.00
93500,44.50,0.50,25.00,1.00,30.00,0.00
93750,44.50,0.50,25.67,0.94,30.00,0.00
94000,44.67,0.47,26.25,0.43,30.00,0.00
94250,45.00,0.00,25.50,1.12,30.00,0.00
94500,44.50,0.50,24.00,0.00,30.00,0.00
94750,44.33,0.47,24.00,0.00,30.00,0.00
95000,44.50,0.50,24.00,0.00,29.75,0.43
95250,44.50,0.50,24.00,0.00,30.00,0.00
95500,44.50,0.50,24.00,0.00,29.50,0.50
95750,44.75,0.43,24.00,0.00,30.00,0.00
96000,44.50,0.50,24.00,0.00,30.00,0.00
96250,44.50,0.50,24.00,0.00,29.50,0.50
96500,44.50,0.50,24.00,0.00,30.00,0.00
96750,44.50,0.50,24.00,0.00,30.00,0.00
97000,44.50,0.50,23.25,1.30,29.50,0.50
97250,44.67,0.47,23.00,1.00,30.33,0.47
97500,44.50,0.50,23.00,0.71,31.50,0.50
97750,44.75,0.43,21.50,0.50,32.00,0.00
98000,44.67,0.47,21.50,0.50,32.33,0.47
98250,44.75,0.43,21.00,0.00,32.25,0.43
98500,44.50,0.50,21.75,0.43,32.00,0.00
98750,44.50,0.50,20.25,0.83,32.00,0.00
99000,44.50,0.50,21.00,0.00,31.25,0.43
99250,44.50,0.50,18.50,2.29,31.50,0.87
99500,45.00,0.00,14.50,2.29,32.50,0.50
99750,45.00,0.00,20.00,1.41,33.00,0.00
100000,45.00,0.00,23.00,0.82,33.00,0.00
100250,45.00,0.00,24.00,0.00,33.00,0.00
100500,45.00,0.00,24.00,0.00,33.00,0.00
100750,45.00,0.00,24.00,0.00,32.50,0.50
101000,43.50,1.12,22.50,1.12,32.50,0.50
101250,42.00,0.00,21.00,0.00,30.50,0.87
101500,42.50,0.50,20.00,0.71,30.75,0.83
101750,43.50,0.50,22.50,1.12,28.00,1.22
102000,43.00,0.71,21.75,0.83,32.00,1.22
102250,43.00,1.00,22.00,1.00,33.75,1.30
102500,42.25,0.43,21.00,0.00,35.00,1.41
102750,42.00,0.00,21.25,0.43,36.00,0.00
103000,42.75,0.43,18.50,1.80,36.50,0.50
103250,43.67,0.47,17.75,1.64,36.67,0.47
103500,44.00,0.71,20.00,0.00,36.25,0.43
103750,44.67,0.47,18.67,0.94,36.00,0.00
104000,45.00,0.00,18.00,0.00,35.25,1.30
104250,45.00,0.00,18.25,0.83,33.00,0.00
104500,44.50,0.50,15.00,0.00,33.00,0.00
104750,43.75,0.83,14.50,0.87,33.00,0.00
105000,44.25,0.43,8.00,3.32,32.25,0.43
105250,44.75,0.43,14.75,0.83,32.00,0.00
105500,45.00,0.00,15.75,2.49,32.75,0.43
105750,45.00,0.00,21.50,1.12,33.00,0.00
106000,45.00,0.00,22.33,0.47,33.00,0.00
106250,45.50,0.50,22.75,0.83,33.00,0.00
106500,45.25,0.43,23.67,0.47,33.00,0.00
106750,45.25,0.43,20.67,0.47,31.67,0.47
107000,45.00,0.00,18.50,0.50,31.00,0.00
107250,44.67,0.47,10.25,3.03,30.67,0.47
107500,43.50,0.50,11.25,0.83,31.25,0.83
107750,42.50,0.50,12.75,1.09,30.75,0.43
108000,42.67,0.47,8.33,5.19,30.75,0.83
108250,44.00,0.00,6.33,1.89,31.00,0.71
108500,45.00,0.00,8.50,2.29,31.75,0.83
108750,45.00,0.00,22.75,1.64,32.00,0.71
109000,45.25,0.43,24.00,0.00,33.00,0.00
109250,45.50,0.50,25.00,0.82,33.00,0.00
109500,45.00,0.00,24.75,0.43,33.00,0.00
109750,45.25,0.43,24.50,0.50,32.00,0.71
110000,44.75,0.43,18.25,2.86,31.00,0.00
110250,43.50,1.12,6.00,4.85,31.75,1.30
110500,42.00,0.00,8.50,5.72,31.00,0.00
110750,42.75,0.43,11.67,1.25,31.33,0.47
111000,44.33,0.47,8.50,4.72,31.33,0.47
111250,45.00,0.00,21.75,1.30,31.60,0.49
111500,45.00,0.00,24.00,0.00,33.00,0.00
111750,45.67,0.47,25.50,1.12,33.00,0.00
112000,45.50,0.50,26.75,0.43,33.75,1.30
112250,45.33,0.47,24.67,0.47,33.00,0.00
112500,45.00,0.00,21.75,2.49,32.50,0.50
112750,44.25,0.83,9.50,3.91,31.00,0.00
113000,42.75,0.83,13.50,2.29,30.75,0.43
113250,42.50,0.50,15.50,0.50,31.00,0.00
113500,43.25,0.43,13.25,1.09,31.00,0.00
113750,44.50,0.50,14.75,2.17,31.75,0.43
114000,45.00,0.00,21.50,1.80,33.00,0.00
114250,45.00,0.00,24.00,0.00,33.00,0.00
114500,45.50,0.50,24.00,0.00,33.00,0.00
114750,45.33,0.47,24.00,0.00,33.00,0.00
115000,45.00,0.00,19.00,2.74,32.75,0.43
115250,44.00,0.82,6.00,2.94,32.00,0.00
115500,42.75,0.83,12.25,2.05,32.00,0.00
115750,43.00,0.63,13.80,0.75,31.75,0.43
116000,44.00,0.82,6.33,3.30,31.25,0.43
116250,45.00,0.00,19.25,2.68,32.25,0.43
116500,45.00,0.00,24.00,0.00,33.00,0.00
116750,45.50,0.50,25.75,0.43,34.50,1.50
117000,45.50,0.50,25.25,0.83,33.00,0.00
117250,45.00,0.00,23.50,1.50,32.75,0.43
117500,44.75,0.43,13.00,4.55,31.25,0.43
117750,43.50,1.12,12.00,2.16,32.00,0.00
118000,42.67,0.47,14.50,0.50,31.33,0.47
118250,42.50,0.50,15.00,0.71,30.75,0.43
118500,42.33,0.47,13.00,1.41,30.00,0.00
118750,43.00,0.71,9.50,2.18,30.25,0.43
119000,43.25,0.83,12.25,0.43,32.50,0.50
119250,43.50,0.50,13.00,2.35,32.50,0.87
119500,43.75,0.43,15.75,1.92,31.50,0.50
119750,43.25,0.83,20.75,0.43,31.00,0.71
