# Task: bending2
# Frequency (Hz): 20
# Clock (millisecond): 250
# Duration (seconds): 120
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
15500 32.25 0.43 9.75 0.43 22.25 0.83 
15750 32.50 0.50 11.67 0.47 22.33 0.47 
16000 32.25 0.83 11.75 0.43 22.25 0.83 
16250 32.50 0.50 11.00 0.82 22.33 0.94 
16500 32.25 0.83 11.75 0.43 22.00 0.71 
16750 31.75 0.43 10.25 0.43 22.50 0.50 
17000 31.33 0.47 10.00 0.00 22.00 0.82 
17250 31.50 0.50 10.25 0.83 22.00 0.71 
17500 31.33 0.47 11.33 0.94 21.75 0.83 
17750 31.33 0.47 12.33 0.47 21.00 0.00 
18000 31.50 0.50 13.50 0.50 19.00 0.71 
18250 31.50 0.50 13.50 0.50 19.00 1.22 
18500 31.33 0.47 12.33 0.47 21.75 0.83 
18750 31.67 0.47 14.33 0.47 22.50 0.50 
19000 31.20 0.75 13.40 0.49 22.00 0.82 
19250 31.25 0.83 14.33 0.47 21.67 0.94 
19500 31.67 0.47 14.50 0.50 23.00 0.82 
19750 30.67 0.94 13.67 0.47 22.00 0.71 
20000 31.00 0.71 13.75 0.43 21.50 0.50 
20250 31.25 0.43 13.75 0.43 21.75 0.83 
20500 31.50 0.50 13.50 0.50 22.00 0.71 
20750 31.25 0.83 12.75 0.83 22.50 1.12 
21000 31.00 0.71 13.50 0.50 21.50 2.18 
21250 31.00 0.71 12.25 0.43 15.00 0.00 
21500 31.75 0.43 9.00 1.63 16.33 0.94 
21750 32.33 0.47 8.25 4.44 20.33 1.70 
22000 31.67 0.47 12.67 0.94 16.00 1.22 
22250 32.67 0.47 12.50 0.87 17.00 0.82 
22500 31.25 0.83 13.75 1.09 17.00 2.00 
22750 31.00 0.82 10.00 1.00 20.00 1.41 
23000 30.50 0.50 9.00 0.00 20.00 0.82 
23250 31.00 1.00 9.67 0.47 20.67 0.47 
23500 32.00 0.00 11.67 0.47 19.50 0.50 
23750 31.25 0.83 9.75 0.43 18.75 0.83 
24000 31.00 1.00 10.00 0.00 17.67 0.47 
24250 31.25 0.83 11.25 0.43 17.75 0.43 
24500 30.00 0.00 10.50 0.50 17.67 0.47 
24750 31.33 0.94 10.50 0.50 17.67 0.47 
25000 31.50 0.50 10.50 0.50 18.00 0.00 
25250 31.50 0.50 10.00 0.71 18.00 0.00 
25500 30.50 0.50 8.50 1.12 17.50 0.50 
25750 30.50 0.50 5.75 0.43 18.25 1.48 
26000 31.00 0.00 8.00 0.71 17.33 0.94 
26250 31.00 0.71 7.00 0.82 17.67 0.47 
26500 31.50 0.50 6.33 0.47 18.33 0.47 
26750 32.00 0.00 7.00 0.82 18.00 0.00 
27000 31.50 0.50 8.67 0.47 18.00 0.00 
27250 31.00 1.00 6.50 0.50 19.33 1.25 
27500 31.00 0.82 6.00 1.41 18.75 0.83 
27750 30.75 0.43 4.33 2.36 18.50 0.87 
28000 30.67 0.47 2.50 0.50 17.75 0.83 
28250 31.00 0.00 5.33 2.05 17.25 0.83 
28500 30.67 0.94 7.00 0.82 17.75 1.79 
28750 30.33 0.47 11.33 0.94 19.50 1.12 
29000 30.33 0.47 12.75 0.83 18.33 1.70 
29250 30.00 0.00 14.00 0.82 18.25 0.43 
29500 30.00 0.00 12.00 0.00 17.33 0.47 
29750 30.00 0.00 12.00 0.00 15.00 0.82 
30000 30.00 0.00 11.50 0.50 15.67 0.94 
30250 30.00 0.00 12.00 0.00 17.25 0.83 
30500 30.00 0.00 10.75 0.83 18.75 0.83 
30750 30.00 0.00 11.33 0.47 20.00 1.00 
31000 30.00 0.00 9.25 1.48 19.75 0.83 
31250 30.00 0.00 6.00 0.71 19.00 0.71 
31500 30.00 0.00 5.50 0.50 19.75 1.30 
31750 30.00 0.00 5.50 0.50 19.75 1.30 
32000 30.00 0.00 10.82 1.11 19.64 0.98 
32250 30.00 0.00 10.82 1.11 19.64 0.98 
32500 30.00 0.00 9.67 0.47 19.33 0.94 
32750 30.00 0.00 9.33 0.47 19.25 0.83 
33000 30.00 0.00 9.33 0.47 18.67 0.94 
33250 30.00 0.00 9.75 0.83 18.75 0.83 
33500 30.00 0.00 11.75 0.43 18.50 0.50 
33750 30.00 0.00 10.25 0.83 19.00 0.00 
34000 30.00 0.00 10.00 0.82 19.00 0.82 
34250 30.00 0.00 10.67 0.47 18.75 0.83 
34500 30.00 0.00 9.00 0.00 19.50 1.12 
34750 30.25 0.43 9.00 0.00 20.50 0.50 
35000 30.00 0.00 9.25 3.27 18.00 1.63 
35250 30.67 0.47 5.00 2.74 17.33 0.94 
35500 30.00 0.00 4.75 1.30 17.33 0.47 
35750 30.00 0.00 7.67 0.47 16.67 0.94 
36000 30.00 0.00 8.75 0.43 17.00 0.00 
36250 30.67 0.47 6.75 3.56 15.67 0.94 
36500 30.33 0.47 4.00 2.83 14.50 1.50 
36750 30.00 0.00 11.00 1.22 12.50 0.50 
37000 30.00 0.00 12.00 0.00 13.25 1.30 
37250 30.00 0.00 7.67 3.30 16.00 1.87 
37500 30.25 0.43 2.00 1.22 18.25 0.43 
37750 30.00 0.00 3.75 0.43 18.00 0.00 
38000 30.00 0.00 2.50 0.50 18.00 0.00 
38250 30.00 0.00 2.25 1.09 17.67 0.47 
38500 30.00 0.00 1.25 0.43 17.67 0.47 
38750 30.00 0.00 2.33 0.47 17.33 0.47 
39000 30.00 0.00 4.00 0.00 17.67 0.47 
39250 30.00 0.00 3.00 0.00 18.00 0.00 
39500 30.00 0.00 1.80 0.98 18.00 0.00 
39750 30.00 0.00 1.00 0.00 17.50 0.50 
40000 30.00 0.00 2.33 0.47 17.67 0.47 
40250 30.00 0.00 2.50 0.50 17.50 0.50 
40500 30.00 0.00 2.00 0.71 17.50 0.50 
40750 30.00 0.00 2.00 0.82 17.25 0.43 
41000 30.00 0.00 4.00 0.00 16.75 1.30 
41250 30.00 0.00 4.00 0.00 16.75 0.83 
41500 30.00 0.00 3.00 0.00 17.33 0.47 
41750 30.00 0.00 4.50 0.50 16.80 0.75 
42000 30.00 0.00 2.75 0.43 17.25 0.83 
42250 30.00 0.00 1.25 0.43 17.00 1.00 
42500 30.00 0.00 2.00 0.00 16.50 0.50 
42750 30.00 0.00 2.50 0.50 16.00 1.00 
43000 30.00 0.00 2.00 0.00 16.33 0.47 
43250 30.00 0.00 2.67 0.47 16.67 0.94 
43500 30.00 0.00 2.50 0.50 16.00 0.82 
43750 30.00 0.00 3.00 1.22 16.00 0.71 
44000 30.00 0.00 2.00 0.00 16.75 0.83 
44250 30.00 0.00 3.00 1.58 16.75 1.09 
44500 30.00 0.00 4.50 0.87 16.25 0.83 
44750 30.00 0.00 6.00 0.00 16.00 0.82 
45000 30.00 0.00 6.50 0.50 15.67 0.94 
45250 30.00 0.00 7.00 0.00 16.00 1.00 
45500 30.00 0.00 7.33 0.47 15.50 0.50 
45750 30.00 0.00 7.00 0.00 16.00 0.82 
46000 30.00 0.00 7.00 0.00 15.50 0.50 
46250 30.00 0.00 7.60 0.49 14.75 0.43 
46500 30.00 0.00 7.33 0.47 15.67 0.47 
46750 30.00 0.00 7.33 0.47 15.00 0.71 
47000 30.00 0.00 7.33 0.47 15.50 0.50 
47250 30.00 0.00 7.33 0.47 15.50 0.50 
47500 30.00 0.00 6.50 0.50 15.67 0.47 
47750 30.00 0.00 6.33 0.47 15.50 0.50 
48000 30.00 0.00 6.50 0.50 15.50 0.50 
48250 30.00 0.00 6.33 0.47 15.33 0.47 
48500 30.00 0.00 5.50 0.50 16.00 1.00 
48750 30.00 0.00 5.50 0.50 16.33 0.94 
49000 30.00 0.00 6.00 0.00 15.67 0.47 
49250 30.00 0.00 5.33 0.47 15.50 0.50 
49500 30.00 0.00 5.33 0.47 15.50 0.50 
49750 30.00 0.00 5.67 0.94 16.00 1.00 
50000 30.00 0.00 5.50 0.87 16.00 1.00 
50250 30.00 0.00 7.00 0.82 16.50 0.50 
50500 30.00 0.00 7.00 0.00 15.67 0.47 
50750 30.00 0.00 6.50 0.50 16.00 1.00 
51000 30.00 0.00 6.25 0.43 15.75 0.83 
51250 30.00 0.00 3.00 0.00 15.50 1.12 
51500 30.00 0.00 5.67 0.47 16.33 1.25 
51750 30.00 0.00 8.00 0.82 17.33 1.70 
52000 30.00 0.00 6.50 2.06 17.75 0.83 
52250 30.00 0.00 5.50 1.50 18.33 0.47 
52500 30.00 0.00 4.33 1.89 18.25 0.43 
52750 30.50 0.50 4.50 1.50 17.75 0.43 
53000 30.00 0.00 3.50 1.12 19.00 0.82 
53250 29.50 0.50 4.25 1.48 18.00 0.00 
53500 30.00 0.00 5.00 0.00 18.00 0.00 
53750 30.00 0.00 3.25 0.43 18.00 0.00 
54000 30.00 0.00 3.67 0.47 17.50 0.50 
54250 30.00 0.00 4.00 0.00 17.00 0.82 
54500 30.00 0.00 4.50 0.50 17.67 0.47 
54750 30.00 0.00 4.00 0.00 16.50 0.50 
55000 30.00 0.00 6.00 0.00 16.25 0.83 
55250 29.67 0.47 6.00 0.00 16.33 0.94 
55500 29.75 0.43 4.50 1.12 16.75 0.83 
55750 29.75 0.43 2.25 0.43 17.25 0.83 
56000 30.00 0.00 5.00 1.22 16.67 0.47 
56250 29.75 0.43 5.75 0.43 16.00 1.00 
56500 29.75 0.43 5.75 0.43 15.75 0.83 
56750 30.00 0.00 6.00 0.00 16.00 0.71 
57000 29.75 0.43 5.50 0.50 16.00 1.00 
57250 29.50 0.50 5.25 0.43 16.00 1.00 
57500 29.25 0.43 4.25 0.43 16.00 1.00 
57750 29.25 0.43 5.50 0.50 15.50 0.50 
58000 29.50 0.50 6.00 0.71 15.50 0.50 
58250 29.50 0.50 6.33 0.47 15.33 0.47 
58500 29.50 0.50 6.00 0.00 15.50 0.50 
58750 29.67 0.47 6.75 0.43 16.00 0.82 
59000 29.25 0.43 6.50 0.50 16.50 1.12 
59250 29.00 0.00 6.25 0.83 16.50 0.50 
59500 29.00 0.00 6.00 0.00 16.25 0.83 
59750 29.25 0.43 5.50 0.50 16.50 0.50 
60000 29.25 0.43 5.00 0.00 17.00 1.00 
60250 29.50 0.50 5.00 0.71 16.50 0.50 
60500 29.50 0.50 6.00 0.00 16.50 0.50 
60750 29.00 0.00 6.25 0.43 16.00 1.00 
61000 29.25 0.43 6.25 0.43 15.75 0.83 
61250 29.00 0.00 6.00 0.00 15.50 0.50 
61500 29.00 0.00 6.00 0.00 15.75 0.83 
61750 29.00 0.00 6.00 0.00 16.33 1.25 
62000 29.25 0.43 6.00 0.00 16.33 0.47 
62250 29.00 0.00 5.50 0.50 16.50 0.50 
62500 29.00 0.00 5.75 0.43 16.75 0.83 
62750 29.00 0.00 5.25 0.43 17.33 0.94 
63000 29.00 0.00 5.50 0.50 17.33 0.94 
63250 29.00 0.00 6.00 0.00 16.50 1.12 
63500 29.00 0.00 5.00 0.00 16.25 0.83 
63750 29.25 0.43 5.00 0.71 16.50 0.50 
64000 29.00 0.00 5.00 0.71 17.00 0.71 
64250 29.25 0.43 6.00 0.00 16.50 0.50 
64500 29.00 0.00 6.25 0.43 16.25 0.83 
64750 29.00 0.00 6.25 0.43 16.25 0.83 
65000 29.00 0.00 4.75 0.43 16.50 1.12 
65250 28.75 0.43 5.25 0.43 17.00 1.00 
65500 28.67 0.47 4.67 0.47 16.50 0.50 
65750 29.00 0.00 4.75 0.43 17.33 0.94 
66000 29.00 0.00 5.00 0.00 17.50 0.50 
66250 29.00 0.00 5.50 0.50 16.50 0.50 
66500 29.00 0.00 5.00 0.00 16.00 1.00 
66750 29.00 0.00 5.75 0.43 15.67 0.47 
67000 29.00 0.00 6.75 0.43 15.50 0.50 
67250 29.00 0.00 7.00 0.00 15.67 0.94 
67500 28.75 0.43 6.00 0.00 16.50 1.12 
67750 28.75 0.43 4.75 0.43 17.00 1.00 
68000 28.75 0.43 4.25 0.43 17.00 1.00 
68250 29.00 0.00 4.50 0.50 17.00 1.00 
68500 29.00 0.00 5.00 0.00 18.00 0.00 
68750 28.67 0.47 4.00 0.00 16.67 0.94 
69000 28.50 0.50 4.75 0.43 16.25 0.83 
69250 28.75 0.43 5.00 0.00 16.50 0.50 
69500 28.67 0.47 5.00 0.00 17.33 0.94 
69750 28.67 0.47 5.00 0.00 17.00 0.71 
70000 29.00 0.00 5.00 0.00 17.00 1.00 
70250 29.00 0.00 4.25 0.43 17.00 1.00 
70500 29.00 0.00 4.00 0.00 17.00 1.00 
70750 29.00 0.00 5.00 0.00 17.33 0.94 
71000 28.50 0.50 4.75 0.43 17.50 0.50 
71250 29.00 0.00 4.67 0.47 17.50 0.50 
71500 28.60 0.49 4.80 0.75 17.50 0.50 
71750 28.50 0.50 5.00 0.00 17.50 0.50 
72000 28.50 0.50 5.00 0.00 16.75 0.83 
72250 28.75 0.43 8.67 0.47 15.67 1.25 
72500 29.00 0.00 7.00 0.82 18.50 1.12 
72750 30.00 0.00 11.50 1.50 17.50 1.50 
73000 30.00 0.00 12.75 0.43 16.67 0.47 
73250 30.00 0.00 12.00 0.00 17.75 1.09 
73500 30.00 0.00 11.50 0.50 18.75 0.83 
73750 30.00 0.00 11.00 0.00 19.50 1.12 
74000 30.00 0.00 9.75 0.83 19.50 0.50 
74250 30.00 0.00 9.00 0.00 18.33 0.47 
74500 30.00 0.00 9.00 0.00 18.00 0.00 
74750 30.00 0.00 8.50 0.50 18.00 0.00 
75000 30.00 0.00 7.25 0.43 18.00 0.00 
75250 30.00 0.00 7.25 0.43 18.50 0.50 
75500 30.00 0.00 9.50 0.50 18.67 0.47 
75750 30.00 0.00 11.00 0.00 18.50 0.50 
76000 30.00 0.00 11.00 0.00 18.50 0.50 
76250 30.00 0.00 10.75 0.43 18.50 0.50 
76500 30.00 0.00 10.75 0.43 18.50 0.50 
76750 30.00 0.00 10.75 0.43 18.75 0.83 
77000 30.00 0.00 10.75 0.43 18.67 0.47 
77250 30.00 0.00 10.50 0.50 18.67 0.47 
77500 30.00 0.00 10.33 0.47 18.33 0.47 
77750 30.00 0.00 10.00 0.00 18.67 0.47 
78000 30.00 0.00 10.00 0.00 18.33 0.47 
78250 30.00 0.00 9.50 0.50 18.00 0.00 
78500 30.00 0.00 9.00 0.00 18.50 0.50 
78750 30.00 0.00 8.00 0.00 18.50 0.50 
79000 30.00 0.00 8.25 0.43 18.50 0.50 
79250 30.00 0.00 8.00 0.00 18.67 0.47 
79500 30.00 0.00 8.00 0.00 19.00 1.00 
79750 30.00 0.00 8.00 0.00 19.00 1.00 
80000 30.00 0.00 6.50 0.50 19.00 1.00 
80250 30.00 0.00 7.25 0.43 19.67 0.47 
80500 30.00 0.00 7.50 0.50 19.25 1.30 
80750 30.00 0.00 7.33 0.47 20.00 0.82 
81000 30.00 0.00 9.00 0.00 20.33 1.30 
81250 30.00 0.00 7.50 1.66 19.25 0.83 
81500 30.00 0.00 4.75 0.43 19.67 0.47 
81750 29.75 0.43 7.75 1.30 19.00 1.00 
82000 30.00 0.00 9.50 0.50 18.67 0.47 
82250 30.00 0.00 11.60 0.49 18.75 0.83 
82500 30.00 0.00 12.00 0.00 18.67 0.47 
82750 29.75 0.43 12.00 0.00 18.25 0.43 
83000 29.50 0.50 12.00 0.00 18.25 0.43 
83250 29.50 0.50 12.00 0.00 18.25 0.43 
83500 29.75 0.43 12.00 0.00 18.50 0.50 
83750 29.75 0.43 12.00 0.00 18.25 0.43 
84000 29.75 0.43 12.00 0.00 18.00 0.00 
84250 29.50 0.50 12.00 0.00 18.00 0.00 
84500 29.50 0.50 12.00 0.00 18.00 0.00 
84750 29.00 0.00 12.00 0.00 18.00 0.00 
85000 29.33 0.47 12.00 0.00 18.33 0.47 
85250 29.00 0.00 12.00 0.00 18.33 0.47 
85500 29.33 0.47 12.00 0.00 18.67 0.47 
85750 29.33 0.47 12.00 0.00 18.50 0.50 
86000 29.00 0.00 12.00 0.00 18.50 0.50 
86250 29.25 0.43 12.00 0.00 18.50 0.50 
86500 29.33 0.47 12.00 0.00 19.00 0.82 
86750 29.25 0.43 12.00 0.00 18.33 0.47 
87000 29.50 0.50 12.00 0.00 18.00 0.00 
87250 29.00 0.00 12.00 0.00 18.33 0.47 
87500 29.00 0.00 12.00 0.00 18.00 0.00 
87750 30.00 0.00 12.00 0.00 19.00 0.00 
88000 29.00 0.00 12.00 0.00 18.50 0.50 
88250 29.33 0.47 12.00 0.00 18.67 0.47 
88500 29.00 0.00 12.00 0.00 18.50 0.50 
88750 28.33 0.47 12.00 0.00 19.00 0.82 
89000 28.33 0.47 11.00 1.00 18.50 0.50 
89250 28.25 0.43 7.50 0.50 18.25 0.43 
89500 28.25 0.43 4.25 2.28 18.25 0.43 
89750 29.00 0.00 11.00 1.22 17.50 0.50 
90000 29.00 0.00 12.00 0.00 15.75 0.43 
90250 29.67 0.47 12.00 0.00 16.67 1.25 
90500 29.50 0.50 12.00 0.00 16.67 0.94 
90750 29.00 0.00 12.33 0.47 17.50 0.50 
91000 29.00 0.00 12.75 0.43 17.75 0.43 
91250 29.50 0.50 12.75 0.43 18.00 0.00 
91500 29.50 0.50 12.75 0.43 17.00 1.00 
91750 29.00 0.00 12.25 0.43 17.33 0.94 
92000 29.25 0.43 12.00 0.00 17.00 0.71 
92250 29.00 0.00 12.00 0.00 17.00 0.82 
92500 29.25 0.43 12.00 0.00 16.25 0.43 
92750 29.00 0.00 11.67 0.47 16.67 1.25 
93000 28.50 0.50 12.00 0.00 17.67 0.47 
93250 29.00 0.00 12.50 0.50 18.33 0.47 
93500 29.00 0.00 11.33 0.47 18.75 0.83 
93750 29.00 0.00 12.00 0.00 19.33 0.94 
94000 29.33 0.47 12.00 0.00 18.75 0.83 
94250 29.33 0.47 12.00 0.00 19.00 0.82 
94500 29.00 0.00 12.33 0.47 18.67 0.94 
94750 29.00 0.00 12.75 0.43 19.33 0.94 
95000 29.00 0.00 13.50 0.50 19.25 0.83 
95250 29.00 0.00 13.00 0.00 19.25 0.83 
95500 29.00 0.00 13.00 0.00 19.25 0.83 
95750 28.50 0.50 13.50 0.50 19.00 1.00 
96000 29.00 0.00 13.67 0.47 19.33 0.94 
96250 28.67 0.47 12.00 0.71 18.33 0.47 
96500 28.00 0.71 8.75 0.43 18.75 1.48 
96750 28.50 0.50 9.00 0.00 19.25 0.83 
97000 29.00 0.00 9.50 0.50 18.00 0.00 
97250 28.50 0.50 8.50 0.50 18.25 0.43 
97500 29.00 0.00 9.00 0.00 18.33 0.47 
97750 29.00 0.00 9.50 0.50 19.00 0.71 
98000 29.00 0.00 9.75 0.43 19.25 0.83 
98250 28.67 0.47 10.00 0.00 19.67 0.47 
98500 28.50 0.50 10.00 0.00 19.75 0.83 
98750 29.00 0.00 10.00 0.00 20.33 0.94 
99000 28.67 0.47 10.00 0.71 19.67 0.47 
99250 29.00 0.00 10.33 0.47 19.00 1.00 
99500 29.00 0.00 9.67 0.47 19.50 0.50 
99750 29.00 0.00 10.25 0.43 19.00 0.82 
100000 28.75 0.43 9.75 0.43 18.75 0.83 
100250 28.50 0.50 9.75 0.43 19.25 0.83 
100500 27.75 0.43 9.75 0.43 19.25 0.83 
100750 28.00 0.00 10.00 0.00 19.33 0.94 
101000 28.00 0.71 10.25 0.43 19.00 1.00 
101250 28.00 0.00 11.00 0.00 19.25 0.83 
101500 28.00 0.00 11.00 0.00 18.67 0.94 
101750 28.00 0.00 11.00 0.00 19.25 0.83 
102000 28.33 0.47 11.25 0.43 20.33 0.94 
102250 28.00 0.00 12.00 0.00 19.00 0.71 
102500 28.00 0.00 10.00 1.63 18.00 0.71 
102750 28.00 0.00 7.25 1.09 19.50 1.12 
103000 28.00 0.00 8.75 0.43 21.00 0.00 
103250 28.25 0.43 9.25 0.43 20.25 0.83 
103500 28.67 0.47 10.67 0.47 20.25 0.83 
103750 29.00 0.00 12.00 0.00 20.67 0.47 
104000 29.00 0.00 12.00 0.00 20.67 0.47 
104250 28.75 0.43 11.50 0.50 19.75 0.83 
104500 28.50 0.50 11.00 0.00 18.75 0.83 
104750 28.75 0.43 11.25 0.43 18.50 0.50 
105000 28.25 0.43 11.67 0.47 18.67 0.94 
105250 28.50 0.50 12.00 0.00 19.25 0.83 
105500 28.33 0.47 12.00 0.00 20.67 0.47 
105750 28.00 0.00 12.00 0.00 20.25 0.83 
106000 27.50 0.50 12.00 0.00 20.00 0.82 
106250 28.00 0.00 12.00 0.00 21.00 0.00 
106500 28.50 0.50 12.00 0.00 20.00 1.00 
106750 28.00 0.00 12.00 0.00 19.33 0.94 
107000 27.50 0.50 11.75 0.43 19.00 0.71 
107250 28.00 0.00 11.33 0.47 18.75 0.83 
107500 28.00 0.71 10.75 0.43 19.00 1.22 
107750 27.50 0.87 11.25 0.83 20.50 0.87 
108000 29.00 0.71 12.00 0.00 18.25 0.43 
108250 30.00 0.00 12.00 0.00 18.00 0.00 
108500 29.67 0.47 10.00 1.22 17.67 0.47 
108750 29.00 0.00 10.00 0.00 18.33 1.25 
109000 29.00 0.00 9.75 0.83 19.25 0.83 
109250 28.75 0.43 11.00 1.22 20.00 1.00 
109500 28.25 0.43 10.25 1.30 18.25 1.09 
109750 29.00 0.00 12.00 0.00 17.33 0.94 
110000 29.75 0.43 11.00 1.22 17.75 1.09 
110250 30.00 0.00 9.33 0.47 18.75 0.83 
110500 30.00 0.00 6.25 0.43 20.50 0.50 
110750 30.00 0.00 8.25 0.83 19.00 1.00 
111000 30.00 0.00 9.75 1.30 20.25 0.83 
111250 29.75 0.43 9.00 0.00 19.67 0.94 
111500 30.00 0.00 8.75 0.43 20.00 0.71 
111750 29.33 0.47 9.00 1.58 20.00 0.82 
112000 29.25 0.43 10.75 0.43 18.75 0.83 
112250 29.25 0.43 11.50 0.50 18.50 0.50 
112500 29.33 0.47 9.00 0.00 18.50 0.50 
112750 29.00 0.00 10.25 0.43 18.25 0.43 
113000 28.50 0.50 10.00 0.71 18.50 0.50 
113250 28.50 0.50 9.00 0.00 18.50 0.50 
113500 28.75 0.43 9.25 0.43 18.50 0.50 
113750 28.75 0.43 8.25 0.83 17.75 0.43 
114000 29.00 0.00 9.50 0.87 17.50 0.87 
114250 28.50 0.50 9.33 0.94 16.33 0.47 
114500 28.50 0.50 11.75 0.43 20.00 0.71 
114750 28.25 0.43 10.50 0.50 20.50 0.50 
115000 28.50 0.50 9.25 0.43 20.25 0.83 
115250 28.33 0.47 11.75 0.43 20.33 0.94 
115500 28.67 0.47 10.00 0.82 20.25 0.83 
115750 28.67 0.47 9.00 0.00 21.00 0.00 
116000 28.50 0.50 8.75 0.83 21.00 0.00 
116250 29.00 0.00 7.50 0.50 20.50 0.50 
116500 29.25 0.43 6.75 0.43 20.50 0.50 
116750 29.00 0.00 7.67 0.47 20.75 0.43 
117000 28.25 0.43 9.00 0.71 20.75 0.43 
117250 29.00 0.00 11.25 0.43 21.00 0.00 
117500 29.00 0.00 12.00 0.00 20.75 0.43 
117750 29.00 0.71 11.25 0.43 21.25 0.43 
118000 29.00 0.00 10.00 0.82 21.33 0.47 
118250 28.67 0.47 11.00 1.00 19.33 1.25 
118500 28.50 0.50 2.33 1.25 16.60 1.20 
118750 28.67 0.47 4.67 1.25 17.33 0.47 
119000 27.50 0.50 5.50 2.50 17.25 1.30 
119250 28.00 0.00 6.67 0.94 17.00 1.00 
119500 28.00 0.00 5.00 0.82 17.00 0.71 
119750 28.00 0.00 0.00 0.00 17.00 1.00 
